sentence	label
is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?	1
highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .	3
mr. goyer 's loose , unaccountable direction is technically sophisticated in the worst way .	0
conceptually brilliant ... plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown .	3
much of the lady and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .	3
you 'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy .	0
a mediocre exercise in target demographics , unaware that it 's the butt of its own joke .	1
... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .	4
viewers are asked so often to suspend belief that were it not for holm 's performance , the film would be a total washout .	1
the film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .	3
helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .	1
i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .	0
an uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .	1
but even then , i 'd recommend waiting for dvd and just skipping straight to her scenes .	1
i like my christmas movies with more elves and snow and less pimps and ho 's .	0
it 's a scorcher .	3
offers a guilt-free trip into feel-good territory .	4
a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .	3
a worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .	3
a movie version of a paint-by-numbers picture .	0
the venezuelans say things like `` si , pretty much '' and `` por favor , go home '' when talking to americans .	2
`` on guard ! ''	2
the movie tries to be ethereal , but ends up seeming goofy .	2
a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .	2
there 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits .	0
birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns .	3
romantic , riveting and handsomely animated .	4
meandering and confusing .	1
takashi miike keeps pushing the envelope : ichi the killer	3
unfortunately , we 'd prefer a simple misfire .	1
the very simple story seems too simple and the working out of the plot almost arbitrary .	0
earnest but heavy-handed .	2
... really horrible drek .	0
frank capra played this story straight .	3
confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .	3
it sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out .	1
an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .	3
though harris is affecting at times , he can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities .	1
a comedy that is warm , inviting , and surprising .	4
plays like one of those conversations that comic book guy on `` the simpsons '' has .	1
tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of yasujiro ozu .	2
a dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .	1
exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .	1
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .	0
it 's young guns meets goodfellas in this easily skippable hayseeds-vs .	2
though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .	2
shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes .	3
your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .	2
if you like an extreme action-packed film with a hint of humor , then triple x marks the spot .	3
the leads we are given here are simply too bland to be interesting .	1
if you 've grown tired of going where no man has gone before , but several movies have - take heart .	3
ultimately , the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing .	1
good performances and a realistic , non-exploitive approach make paid in full worth seeing .	4
the movie is hardly a masterpiece , but it does mark ms. bullock 's best work in some time .	3
uneven , self-conscious but often hilarious spoof .	3
as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , but lawrence has only a fleeting grasp of how to develop them .	0
but death to smoochy keeps firing until the bitter end .	2
the more you think about the movie , the more you will probably like it .	3
one of the most unpleasant things the studio has ever produced .	0
the dangerous lives of altar boys ' take on adolescence feels painfully true .	3
a movie i loved on first sight and , even more important , love in remembrance .	4
an empty , purposeless exercise .	0
it 's all surface psychodramatics .	0
not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0
still , the updated dickensian sensibility of writer craig bartlett 's story is appealing .	3
good performances keep it from being a total rehash .	3
scott baio is turning in some delightful work on indie projects .	3
a collage of clichés and a dim echo of allusions to other films .	1
birot creates a drama with such a well-defined sense of place and age -- as in , 15 years old -- that the torments and angst become almost as operatic to us as they are to her characters .	3
never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .	3
go .	2
the master of disguise is awful .	0
reeks of rot and hack work from start to finish .	2
beautifully directed and convincingly acted .	3
a decidedly mixed bag .	2
at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .	3
first , for a movie that tries to be smart , it 's kinda dumb .	1
i 've seen some bad singer-turned actors , but lil bow wow takes the cake .	1
a pure participatory event that malnourished intellectuals will gulp down in a frenzy .	2
newcomer helmer kevin donovan is hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman .	2
the movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .	3
sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .	3
unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .	0
but what 's nice is that there 's a casual intelligence that permeates the script .	4
the film is predictable in the reassuring manner of a beautifully sung holiday carol .	3
the mood , look and tone of the film fit the incredible storyline to a t.	3
comedy troupe broken lizard 's first movie is very funny but too concerned with giving us a plot .	2
although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .	1
offers an interesting look at the rapidly changing face of beijing .	3
throwing it all away for the fleeting joys of love 's brief moment .	2
it shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .	2
recoing 's fantastic performance does n't exactly reveal what makes vincent tick , but perhaps any definitive explanation for it would have felt like a cheat .	2
harks back to a time when movies had more to do with imagination than market research .	3
falls short in explaining the music and its roots .	2
robert john burke as the monster horns in and steals the show .	3
a marvel of production design .	4
no , it 's not as single-minded as john carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels .	3
at times , it actually hurts to watch .	0
director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?	1
mr. caine and mr. fraser are the whole show here , with their memorable and resourceful performances .	4
new ways of describing badness need to be invented to describe exactly how bad it is .	0
... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .	1
not many movies have that kind of impact on me these days .	4
by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic .	1
igby goes down is one of those movies .	2
director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .	1
it reaffirms life as it looks in the face of death .	3
the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .	0
a pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .	0
does what should seem impossible : it makes serial killer jeffrey dahmer boring .	2
lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .	4
it 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .	3
as relationships shift , director robert j. siegel allows the characters to inhabit their world without cleaving to a narrative arc .	3
any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .	3
robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side .	3
despite the film 's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .	3
is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief .	4
represents something very close to the nadir of the thriller\/horror genre .	2
except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made .	2
unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .	1
an enigmatic film that 's too clever for its own good , it 's a conundrum not worth solving .	2
steers , in his feature film debut , has created a brilliant motion picture .	4
not a stereotype is omitted nor a cliché left unsaid .	1
a hit - and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .	1
a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst .	3
overall , it 's a pretty mediocre family film .	2
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .	0
it 's just not very smart .	1
it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains .	3
the boys ' sparring , like the succession of blows dumped on guei , wears down the story 's more cerebral , and likable , plot elements .	2
yet this one makes up for in heart what it lacks in outright newness .	3
-lrb- there 's -rrb- quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin .	3
while easier to sit through than most of jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .	1
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .	3
there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .	3
but it 's also disappointing to a certain degree .	1
an engaging , formulaic sports drama that carries a charge of genuine excitement .	3
part of the film 's cheeky charm comes from its vintage schmaltz .	4
there 's no good answer to that one .	1
a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .	1
a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem .	4
this hastily mounted production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .	0
overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone .	4
a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger .	4
excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama .	4
the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .	0
quiet , adult and just about more stately than any contemporary movie this year ... a true study , a film with a questioning heart and mind that is n't afraid to admit it does n't have all the answers .	3
a riveting story well told .	4
a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna .	4
exploits -lrb- headbanger -rrb- stereotypes in good fun , while adding a bit of heart and unsettling subject matter .	3
if we 're to slap protagonist genevieve leplouff because she 's french , do we have that same option to slap her creators because they 're clueless and inept ?	0
snipes relies too much on a scorchingly plotted dramatic scenario for its own good .	2
coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock .	0
ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .	2
it is philosophy , illustrated through everyday events .	3
the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride .	3
dismally dull sci-fi comedy .	0
miller has crafted an intriguing story of maternal instincts and misguided acts of affection .	3
an unsettling , memorable cinematic experience that does its predecessors proud .	4
first and foremost ... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings .	4
but ticket-buyers with great expectations will wind up as glum as mr. de niro .	0
weighted down with slow , uninvolving storytelling and flat acting .	0
-lrb- `` safe conduct '' -rrb- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .	3
life or something like it has its share of high points , but it misses too many opportunities .	2
spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .	3
one-sided documentary offers simplistic explanations to a very complex situation .	1
it 's an often-cute film but either needs more substance to fill the time or some judicious editing .	2
i found the ring moderately absorbing , largely for its elegantly colorful look and sound .	3
manages to be wholesome and subversive at the same time .	3
a lot of its gags and observations reflect a woman 's point-of-view .	2
like brosnan 's performance , evelyn comes from the heart .	4
sweet and memorable film .	4
the complex , politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen is like nothing we westerners have seen before .	3
notwithstanding my problem with the movie 's final half hour , i 'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal , and also the unique way shainberg goes about telling what at heart is a sweet little girl -	3
this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .	1
there 's much tongue in cheek in the film and there 's no doubt the filmmaker is having fun with it all .	3
`` juwanna mann ? ''	2
critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .	2
the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .	3
based on dave barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .	3
fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .	4
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack	3
no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .	1
not since ghostbusters has a film used manhattan 's architecture in such a gloriously goofy way .	4
too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .	1
a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .	4
what 's really so appealing about the characters is their resemblance to everyday children .	3
jae-eun jeong 's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema .	3
explosions , jokes , and sexual innuendoes abound .	2
god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie-star gorgeousness .	3
because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .	4
over the years , hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .	4
i have a confession to make : i did n't particularly like e.t. the first time i saw it as a young boy .	1
only two-fifths of a satisfying movie experience .	2
robin williams departs from his fun friendly demeanor in exchange for a darker unnerving role .	2
when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you 'd have a hard time believing it was just coincidence .	1
the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .	2
the lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .	1
feels strangely hollow at its emotional core .	0
something has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .	1
mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
... pitiful , slapdash disaster .	0
it may not be a huge cut of above the rest , but i enjoyed barbershop .	3
who is this movie for ?	2
the art direction and costumes are gorgeous and finely detailed , and kurys ' direction is clever and insightful .	4
this angst-ridden territory was covered earlier and much better in ordinary people .	1
watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen .	1
bolstered by an astonishing voice cast -lrb- excepting love hewitt -rrb- , an interesting racial tension , and a storyline that i have n't encountered since at least pete 's dragon .	3
the filmmakers are playing to the big boys in new york and l.a. to that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .	1
a very slow , uneventful ride around a pretty tattered old carousel .	1
calculated swill .	2
the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .	3
an often unfunny romp .	2
you can practically hear george orwell turning over .	0
there are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .	2
the chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .	1
in a strange way , egoyan has done too much .	2
how about surprising us by trying something new ?	0
it never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .	3
nachtwey clears the cynicism right out of you .	2
snipes is both a snore and utter tripe .	1
tambor and clayburgh make an appealing couple -- he 's understated and sardonic , she 's appealingly manic and energetic .	3
one of the worst films of 2002 .	0
an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .	1
this is a movie you can trust .	4
director david jacobson gives dahmer a consideration that the murderer never game his victims .	2
` anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '	4
an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .	4
the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt .	1
giggling at the absurdities and inconsistencies is part of the fun .	3
unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .	1
a very good film sits in the place where a masterpiece should be .	3
it 's not the worst comedy of the year , but it certainly wo n't win any honors .	2
an exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .	0
there 's no disguising this as one of the worst films of the summer .	0
evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .	3
a living testament to the power of the eccentric and the strange .	3
with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	4
filmmakers dana janklowicz-mann and amir mann area headed east , far east , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world 's democracie	3
despite hoffman 's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .	2
but the execution is a flop with the exception of about six gags that really work .	2
these characters become wearisome .	1
even through its flaws , revolution # 9 proves to be a compelling , interestingly told film .	3
absolutely -lrb- and unintentionally -rrb- terrifying .	2
too slick and manufactured to claim street credibility .	1
steve oedekerk is , alas , no woody allen .	1
see it .	4
a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .	4
the film is strictly routine .	1
none of birthday girl 's calculated events take us by surprise ...	1
whereas oliver stone 's conspiracy thriller jfk was long , intricate , star-studded and visually flashy , interview with the assassin draws its considerable power from simplicity .	3
exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .	1
smart and fun , but far more witty than it is wise .	3
the story has some nice twists but the ending and some of the back-story is a little tired .	1
this little film is so slovenly done , so primitive in technique , that it ca n't really be called animation .	0
despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real americans '' make this a charmer .	4
-lrb- t -rrb- he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .	1
this english-language version ... does full honor to miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .	2
a moving tale of love and destruction in unexpected places , unexamined lives .	3
photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .	2
unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare .	0
there 's no point of view , no contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .	1
no , i hate it .	0
wait to see it then .	1
further sad evidence that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .	0
this bracingly truthful antidote to hollywood teenage movies that slather clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .	3
neil burger here succeeded in ... making the mystery of four decades back the springboard for a more immediate mystery in the present .	4
chelsea walls is a case of too many chefs fussing over too weak a recipe .	1
this submarine drama earns the right to be favorably compared to das boot .	3
there might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?	1
insightfully written , delicately performed	4
it 's pretentious in a way that verges on the amateurish .	0
this is an action movie with an action icon who 's been all but decommissioned .	1
the cast ... keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired .	3
laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .	4
such a fine idea for a film , and such a stultifying , lifeless execution .	1
roman polanski 's autobiographical gesture at redemption is better than ` shindler 's list ' - it is more than merely a holocaust movie .	3
land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .	3
a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .	1
... a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .	2
as a remake , it 's a pale imitation .	0
distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .	0
even murphy 's expert comic timing and famed charisma ca n't rescue this effort .	1
if a horror movie 's primary goal is to frighten and disturb , then they works spectacularly well ... a shiver-inducing , nerve-rattling ride .	4
best enjoyed as a work of fiction inspired by real-life events .	3
a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .	1
director david fincher and writer david koepp ca n't sustain it .	1
the best drug addition movies are usually depressing but rewarding .	2
it 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .	3
infidelity drama is nicely shot , well-edited and features a standout performance by diane lane .	4
the film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .	4
the merchant-ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage .	1
one of the most splendid entertainments to emerge from the french film industry in years .	4
both a successful adaptation and an enjoyable film in its own right .	4
a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products . . .	1
the ya-ya 's have many secrets and one is - the books are better .	0
you just know something terrible is going to happen .	2
although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch .	3
everyone 's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .	4
one problem with the movie , directed by joel schumacher , is that it jams too many prefabricated story elements into the running time .	1
melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .	4
an awfully good , achingly human picture .	3
the advantage of a postapocalyptic setting is that it can be made on the cheap .	1
in all fairness , i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .	3
here the love scenes all end in someone screaming .	1
the bard as black comedy -- willie would have loved it .	4
the film does a solid job of slowly , steadily building up to the climactic burst of violence .	4
the beauty of the piece is that it counts heart as important as humor .	3
although commentary on nachtwey is provided ... it 's the image that really tells the tale .	3
like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .	1
franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .	0
this story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .	3
a poignant comedy that offers food for thought .	4
unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow .	3
over and over again .	1
daughter from danang reveals that efforts toward closure only open new wounds .	1
leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .	4
massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -lrb- and ultimately the victim -rrb- of history .	2
the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges .	3
some are fascinating and others are not , and in the end , it is almost a good movie .	2
some fine acting , but ultimately a movie with no reason for being .	1
sometimes makes less sense than the bruckheimeresque american action flicks it emulates .	1
a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise .	3
but the cinematography is cloudy , the picture making becalmed .	1
too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle 's carpets .	1
allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .	1
an affectionately goofy satire that 's unafraid to throw elbows when necessary ...	3
becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .	0
unfortunately , contrived plotting , stereotyped characters and woo 's over-the-top instincts as a director undermine the moral dilemma at the movie 's heart .	2
gives an intriguing twist to the french coming-of-age genre .	3
... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '	0
-lrb- grant -rrb- goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .	3
while we want macdowell 's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her .	2
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .	3
my little eye is the best little `` horror '' movie i 've seen in years .	4
the pianist is polanski 's best film .	4
adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .	1
as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .	3
lohman adapts to the changes required of her , but the actress and director peter kosminsky never get the audience to break through the wall her character erects	2
a riveting documentary .	4
an enjoyable comedy of lingual and cultural differences ... the château is a film -- full of life and small delights -- that has all the wiggling energy of young kitten .	4
despite a quieter middle section , involving aragorn 's dreams of arwen , this is even better than the fellowship .	3
one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace .	3
bacon keeps things interesting , but do n't go out of your way to pay full price .	2
i ca n't .	2
when the twist endings were actually surprising ?	2
hopkins , squarely fills the screen .	4
did the film inform and educate me ?	2
resident evil is what comes from taking john carpenter 's ghosts of mars and eliminating the beheadings .	2
if hill is n't quite his generation 's don siegel -lrb- or robert aldrich -rrb- , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché .	0
one of these days hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .	1
despite the fact that this film was n't as bad as i thought it was going to be , it 's still not a good movie	0
sounding like arnold schwarzenegger , with a physique to match , -lrb- ahola -rrb- has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation .	1
brutally honest and told with humor and poignancy , which makes its message resonate .	4
show me the mugging .	2
shatner is probably the funniest person in the film , which gives you an idea just how bad it was .	1
viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .	0
a perfect example of rancid , well-intentioned , but shamelessly manipulative movie making .	1
a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .	2
grant is n't cary and bullock is n't katherine .	1
like the english patient and the unbearable lightness of being , the hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .	3
just how these families interact may surprise you .	2
been there , done that , liked it much better the first time around - when it was called the professional .	1
looks and feels like a low-budget hybrid of scarface or carlito 's way .	1
an original and highly cerebral examination of the psychopathic mind	3
in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .	0
you can see where big bad love is trying to go , but it never quite gets there .	2
those who are n't put off by the film 's austerity will find it more than capable of rewarding them .	4
a compelling story of musical passion against governmental odds .	3
it 's funny , as the old saying goes , because it 's true .	3
while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman 's warmest .	4
-lrb- allen 's -rrb- best works understand why snobbery is a better satiric target than middle-america diversions could ever be .	3
the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .	2
gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable .	1
the movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis .	3
what could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .	2
as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .	1
maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .	4
this time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .	3
every visual joke is milked , every set-up obvious and lengthy , every punchline predictable .	1
average , at best , i 'm afraid .	1
too much power , not enough puff .	1
in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .	4
an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -lrb- or turntablism -rrb- in particular .	4
what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .	1
does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of richard nixon .	2
if you 're burnt out on it 's a wonderful life marathons and bored with a christmas carol , it might just be the movie you 're looking for .	3
